ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
METIS_MODIFIED	3.222	2	2	1.05263	17.1228	490.809	34064.5
Starting Node	Ending Node	Cluster	Required	Is Edge	Weight	Volume	Shape
226	224	-1	0	0	0	0	-90.390246 38.61072,-90.390302 38.610693999999995,-90.390428 38.61063,-90.390554 38.610562,-90.390639 38.610501,-90.39071 38.610443000000004,-90.390771 38.610391,-90.39081 38.610366,-90.390863 38.610354
250	267	-1	0	0	0	0	-90.40248 38.612707,-90.402346 38.612308999999996,-90.402258 38.612134999999995,-90.402097 38.611708
77	233	-1	0	0	0	0	-90.39185 38.608179,-90.392327 38.607609,-90.392366 38.607556,-90.392636 38.607208,-90.392779 38.607047,-90.3928 38.60703,-90.39286 38.607008
486	461	-1	0	0	0	0	-90.387008 38.609639,-90.386636 38.609023
33	32	-1	0	0	0	0	-90.389494 38.608364,-90.389303 38.608547
33	110	-1	0	0	0	0	-90.389494 38.608364,-90.38941 38.608354,-90.389333 38.608316,-90.389296 38.608270000000005
285	286	-1	0	0	0	0	-90.388342 38.603603,-90.388004 38.603452000000004,-90.38758 38.603271
301	366	-1	0	0	0	0	-90.387864 38.610395,-90.387957 38.610494,-90.388009 38.610541,-90.388053 38.610575999999995
500	60	-1	0	0	0	0	-90.382554 38.605729,-90.382611 38.605751999999995,-90.382666 38.605790999999996,-90.382824 38.605951000000005,-90.38287 38.606006
71	428	-1	0	0	0	0	-90.396789 38.602771000000004,-90.396864 38.602689999999996
489	300	-1	0	0	0	0	-90.383671 38.603398999999996,-90.383645 38.603398999999996,-90.383605 38.60338,-90.383557 38.603345000000004,-90.383111 38.603049999999996
352	344	-1	0	0	0	0	-90.385049 38.613820000000004,-90.385126 38.613751
466	65	-1	0	0	0	0	-90.379799 38.603296,-90.38001 38.603455,-90.380332 38.603673,-90.380686 38.603871,-90.381245 38.60416
354	404	-1	0	0	0	0	-90.391887 38.614956,-90.392104 38.615211,-90.392313 38.615483
81	82	-1	0	0	0	0	-90.381945 38.600142000000005,-90.38188 38.600142000000005,-90.381107 38.600439
432	327	-1	0	0	0	0	-90.395756 38.61704,-90.395908 38.617042999999995
225	226	-1	0	0	0	0	-90.389199 38.611128,-90.389207 38.611104999999995,-90.389214 38.611087,-90.389229 38.611067,-90.389264 38.61104,-90.389304 38.611024,-90.389363 38.611005,-90.390104 38.61076,-90.390181 38.610737,-90.390246 38.61072
478	21	-1	0	0	0	0	-90.388299 38.611085,-90.388247 38.611039000000005,-90.388079 38.610898
478	421	-1	0	0	0	0	-90.388299 38.611085,-90.388251 38.610978,-90.388244 38.610927000000004,-90.388254 38.610841,-90.388282 38.610696000000004
44	243	-1	0	0	0	0	-90.394801 38.610175,-90.394887 38.61031
194	192	-1	0	0	0	0	-90.401295 38.615356,-90.401183 38.615711000000005,-90.401124 38.615988,-90.401053 38.616416,-90.401022 38.616744,-90.401007 38.616873,-90.400997 38.616968,-90.400995 38.61705,-90.400976 38.617095,-90.40094 38.61714,-90.400894 38.617182,-90.400808 38.61723,-90.400378 38.617425999999995
312	171	-1	0	0	0	0	-90.396575 38.617926,-90.395765 38.618324,-90.395693 38.618410999999995
42	292	-1	0	0	0	0	-90.40024 38.611388000000005,-90.40019 38.611396,-90.400141 38.61139
213	220	-1	0	0	0	0	-90.391219 38.61183,-90.391313 38.611964,-90.391621 38.612464,-90.391651 38.612521
121	124	-1	0	0	0	0	-90.384829 38.609322,-90.385463 38.609871
163	157	-1	0	0	0	0	-90.388673 38.600528,-90.388041 38.600660000000005
447	223	-1	0	0	0	0	-90.392484 38.611458,-90.392087 38.611638
447	247	-1	0	0	0	0	-90.392484 38.611458,-90.39257 38.611419
253	254	-1	0	0	0	0	-90.395846 38.613302000000004,-90.39567 38.613354,-90.395255 38.613459,-90.395212 38.613468,-90.395162 38.613466,-90.395096 38.61344
149	204	-1	0	0	0	0	-90.390549 38.603815,-90.391438 38.604009000000005
1	17	-1	0	0	0	0	-90.387504 38.610737,-90.38737 38.610862999999995
268	267	-1	0	0	0	0	-90.401852 38.610984,-90.402097 38.611708
268	43	-1	0	0	0	0	-90.401852 38.610984,-90.40203 38.610938000000004
483	210	-1	0	0	0	0	-90.381818 38.615657,-90.381526 38.615412
175	174	-1	0	0	0	0	-90.394804 38.601752000000005,-90.394649 38.601883
470	101	-1	0	0	0	0	-90.386697 38.605188999999996,-90.386726 38.605209,-90.386923 38.605338
299	333	-1	0	0	0	0	-90.388867 38.611607,-90.388725 38.611475
102	101	-1	0	0	0	0	-90.387033 38.605232,-90.386923 38.605338
102	340	-1	0	0	0	0	-90.387033 38.605232,-90.386868 38.605106,-90.386833 38.605083
89	93	-1	0	0	0	0	-90.379025 38.602515,-90.379127 38.602630000000005
30	29	-1	0	0	0	0	-90.387379 38.610406,-90.387138 38.610640000000004
30	449	-1	0	0	0	0	-90.387379 38.610406,-90.387625 38.61062
156	154	-1	0	0	0	0	-90.388101 38.600972999999996,-90.38809 38.600995999999995,-90.388065 38.60102,-90.388024 38.601049,-90.387948 38.601089,-90.387879 38.601119,-90.387776 38.601185,-90.387654 38.60127,-90.38746 38.601421
156	157	-1	0	0	0	0	-90.388101 38.600972999999996,-90.388107 38.600943,-90.388106 38.60091,-90.388104 38.600882,-90.388098 38.600849,-90.388041 38.600660000000005
34	387	-1	0	0	0	0	-90.392051 38.605884,-90.391201 38.606734,-90.390699 38.607219
349	183	-1	0	0	0	0	-90.397639 38.618753999999996,-90.398217 38.618469000000005
349	182	-1	0	0	0	0	-90.397639 38.618753999999996,-90.397475 38.618821
291	289	-1	0	0	0	0	-90.397686 38.608982,-90.396986 38.609308999999996
291	296	-1	0	0	0	0	-90.397686 38.608982,-90.398333 38.608647000000005
364	346	-1	0	0	0	0	-90.389687 38.606466999999995,-90.389901 38.606629,-90.389915 38.606639
473	394	-1	0	0	0	0	-90.395348 38.615791,-90.395733 38.616371,-90.395922 38.616647
236	235	-1	0	0	0	0	-90.392304 38.608517,-90.392804 38.607910000000004
237	238	-1	0	0	0	0	-90.391395 38.608751,-90.391454 38.60879,-90.391635 38.608935,-90.391804 38.609081
237	348	-1	0	0	0	0	-90.391395 38.608751,-90.391281 38.608851,-90.391071 38.609096,-90.390882 38.609355
303	107	-1	0	0	0	0	-90.388867 38.606992000000005,-90.388922 38.607112
327	464	-1	0	0	0	0	-90.395908 38.617042999999995,-90.395983 38.617045000000005,-90.396204 38.617076
69	132	-1	0	0	0	0	-90.388858 38.610143,-90.388928 38.610079,-90.389002 38.610008,-90.389134 38.609881,-90.389386 38.609634,-90.389987 38.609064000000004
441	23	-1	0	0	0	0	-90.383461 38.615162999999995,-90.38357 38.615081,-90.383909 38.614818
377	62	-1	0	0	0	0	-90.383185 38.605987,-90.383279 38.605918,-90.383458 38.605794
152	151	-1	0	0	0	0	-90.386569 38.602869,-90.386553 38.60288,-90.386531 38.602884,-90.386512 38.602885,-90.386497 38.602882,-90.386421 38.602856,-90.385902 38.602608000000004,-90.385869 38.602592,-90.385844 38.602575,-90.385826 38.602557000000004
481	434	-1	0	0	0	0	-90.38605 38.608164,-90.385925 38.608244
413	356	-1	0	0	0	0	-90.384009 38.614736,-90.384091 38.614669,-90.384141 38.614625000000004
95	336	-1	0	0	0	0	-90.381337 38.604026000000005,-90.381053 38.603894,-90.380339 38.603468
206	140	-1	0	0	0	0	-90.392837 38.603317000000004,-90.392852 38.60322,-90.392899 38.603062,-90.392932 38.602946,-90.392986 38.602852,-90.393054 38.602736,-90.393162 38.602625
206	148	-1	0	0	0	0	-90.392837 38.603317000000004,-90.39269 38.60329,-90.392474 38.603272000000004,-90.392279 38.60326,-90.392124 38.60329,-90.391982 38.60333
189	188	-1	0	0	0	0	-90.398407 38.615838,-90.397704 38.616192
189	193	-1	0	0	0	0	-90.398407 38.615838,-90.399149 38.615500999999995
189	258	-1	0	0	0	0	-90.398407 38.615838,-90.397619 38.614569,-90.397521 38.614405000000005,-90.397442 38.614241,-90.397405 38.614163000000005,-90.397374 38.61407
459	472	-1	0	0	0	0	-90.392225 38.605795,-90.392116 38.605899
456	2	-1	0	0	0	0	-90.387185 38.611423,-90.387489 38.611126999999996,-90.3877 38.610921000000005
92	88	-1	0	0	0	0	-90.379637 38.602363,-90.380817 38.601718000000005
92	91	-1	0	0	0	0	-90.379637 38.602363,-90.379553 38.602244999999996
419	172	-1	0	0	0	0	-90.396656 38.618055999999996,-90.396755 38.618013000000005
120	302	-1	0	0	0	0	-90.383937 38.610136,-90.383601 38.60985
192	46	-1	0	0	0	0	-90.400378 38.617425999999995,-90.400291 38.61729
192	191	-1	0	0	0	0	-90.400378 38.617425999999995,-90.39964 38.617787
192	194	-1	0	0	0	0	-90.400378 38.617425999999995,-90.400808 38.61723,-90.400894 38.617182,-90.40094 38.61714,-90.400976 38.617095,-90.400995 38.61705,-90.400997 38.616968,-90.401007 38.616873,-90.401022 38.616744,-90.401053 38.616416,-90.401124 38.615988,-90.401183 38.615711000000005,-90.401295 38.615356
61	425	-1	0	0	0	0	-90.385768 38.604108,-90.385829 38.604257000000004,-90.385869 38.604419
61	271	-1	0	0	0	0	-90.385768 38.604108,-90.385663 38.603994,-90.385424 38.603802,-90.385204 38.603646999999995,-90.385086 38.603491000000005,-90.385032 38.603396000000004,-90.384984 38.603294000000005,-90.384959 38.603169,-90.384946 38.603025,-90.384973 38.602893
62	96	-1	0	0	0	0	-90.383458 38.605794,-90.383593 38.605689999999996
170	169	-1	0	0	0	0	-90.397053 38.617706,-90.397004 38.617560999999995,-90.396941 38.617425999999995
170	310	-1	0	0	0	0	-90.397053 38.617706,-90.396933 38.617759
398	63	-1	0	0	0	0	-90.382549 38.604939,-90.382916 38.605226,-90.383363 38.605674
277	488	-1	0	0	0	0	-90.396105 38.616697,-90.39604 38.616593
251	252	-1	0	0	0	0	-90.397423 38.612877999999995,-90.396628 38.61309
460	8	-1	0	0	0	0	-90.384471 38.613297,-90.384007 38.613651000000004,-90.383911 38.613682
66	78	-1	0	0	0	0	-90.383657 38.605449,-90.383483 38.605573
365	31	-1	0	0	0	0	-90.387696 38.610552999999996,-90.387452 38.610341
280	316	-1	0	0	0	0	-90.396801 38.617253000000005,-90.396763 38.617211,-90.396737 38.617185,-90.396606 38.617069,-90.396358 38.616894,-90.396289 38.616852
280	480	-1	0	0	0	0	-90.396801 38.617253000000005,-90.396669 38.617166,-90.396593 38.617119,-90.396471 38.617057,-90.3964 38.61703
496	342	-1	0	0	0	0	-90.401492 38.596826,-90.400788 38.597480000000004,-90.400331 38.597910999999996
197	196	-1	0	0	0	0	-90.392936 38.615244000000004,-90.393338 38.615925000000004
197	199	-1	0	0	0	0	-90.392936 38.615244000000004,-90.392401 38.615396000000004
480	374	-1	0	0	0	0	-90.3964 38.61703,-90.396337 38.617007,-90.396255 38.616986,-90.396095 38.61696
188	187	-1	0	0	0	0	-90.397704 38.616192,-90.396983 38.61653
188	186	-1	0	0	0	0	-90.397704 38.616192,-90.397287 38.615526,-90.397103 38.615213,-90.396602 38.614396,-90.396558 38.614288
188	189	-1	0	0	0	0	-90.397704 38.616192,-90.398407 38.615838
328	105	-1	0	0	0	0	-90.388425 38.60606,-90.388254 38.606221000000005
105	104	-1	0	0	0	0	-90.388254 38.606221000000005,-90.387806 38.605851
105	106	-1	0	0	0	0	-90.388254 38.606221000000005,-90.388141 38.606336
105	328	-1	0	0	0	0	-90.388254 38.606221000000005,-90.388425 38.60606
28	27	-1	0	0	0	0	-90.386447 38.611301999999995,-90.385987 38.611747,-90.385813 38.611911
4	305	-1	0	0	0	0	-90.387864 38.610395,-90.387797 38.610459,-90.387696 38.610552999999996
172	405	-1	0	0	0	0	-90.396755 38.618013000000005,-90.396852 38.617975
332	71	-1	0	0	0	0	-90.396648 38.602919,-90.396789 38.602771000000004
411	173	-1	0	0	0	0	-90.396755 38.61784,-90.396671 38.617879
331	299	-1	0	0	0	0	-90.389539 38.612277,-90.389187 38.611927,-90.388867 38.611607
67	133	-1	0	0	0	0	-90.38801 38.610832,-90.387952 38.610777999999996,-90.3879 38.610725
266	265	-1	0	0	0	0	-90.399767 38.612294,-90.398976 38.612505
136	446	-1	0	0	0	0	-90.393012 38.606127,-90.393254 38.605888
278	279	-1	0	0	0	0	-90.395978 38.616754,-90.395983 38.616831000000005,-90.39598 38.616856999999996,-90.395968 38.616882000000004,-90.395949 38.616898,-90.395868 38.616942
278	374	-1	0	0	0	0	-90.395978 38.616754,-90.396095 38.61696
247	249	-1	0	0	0	0	-90.39257 38.611419,-90.392993 38.612089999999995,-90.393028 38.612144
247	447	-1	0	0	0	0	-90.39257 38.611419,-90.392484 38.611458
372	496	-1	0	0	0	0	-90.401596 38.596728999999996,-90.401492 38.596826
173	312	-1	0	0	0	0	-90.396671 38.617879,-90.396575 38.617926
133	365	-1	0	0	0	0	-90.3879 38.610725,-90.387696 38.610552999999996
430	16	-1	0	0	0	0	-90.382386 38.616081,-90.382279 38.616008
243	44	-1	0	0	0	0	-90.394887 38.61031,-90.394801 38.610175
439	331	-1	0	0	0	0	-90.390012 38.612723,-90.389539 38.612277
431	368	-1	0	0	0	0	-90.386779 38.612178,-90.387053 38.611917
232	231	-1	0	0	0	0	-90.393834 38.606706,-90.394364 38.606128999999996
73	493	-1	0	0	0	0	-90.380843 38.614751999999996,-90.380362 38.614332000000005
73	490	-1	0	0	0	0	-90.380843 38.614751999999996,-90.381027 38.614923000000005
18	9	-1	0	0	0	0	-90.387217 38.61101,-90.386593 38.61161,-90.38625 38.611882
272	138	-1	0	0	0	0	-90.386132 38.600825,-90.386538 38.60044,-90.386873 38.600186,-90.387138 38.600031,-90.387417 38.599894,-90.387774 38.599748000000005,-90.388091 38.599644999999995,-90.388362 38.599571999999995
272	273	-1	0	0	0	0	-90.386132 38.600825,-90.385906 38.60067,-90.385616 38.600480000000005
386	11	-1	0	0	0	0	-90.387115 38.611845,-90.387721 38.611263
144	137	-1	0	0	0	0	-90.392063 38.601686,-90.392044 38.601636,-90.391943 38.601555000000005
144	166	-1	0	0	0	0	-90.392063 38.601686,-90.391915 38.601721
199	197	-1	0	0	0	0	-90.392401 38.615396000000004,-90.392936 38.615244000000004
199	406	-1	0	0	0	0	-90.392401 38.615396000000004,-90.392285 38.615233,-90.392179 38.615117999999995,-90.391982 38.614883
321	400	-1	0	0	0	0	-90.388734 38.611693,-90.389071 38.612012,-90.389433 38.612357
219	200	-1	0	0	0	0	-90.390401 38.612883,-90.390282 38.612978
166	164	-1	0	0	0	0	-90.391915 38.601721,-90.391658 38.601749999999996,-90.391315 38.601768,-90.391139 38.601749999999996,-90.390917 38.601715,-90.390593 38.601622,-90.390268 38.601475,-90.390015 38.601329,-90.389791 38.601135,-90.389553 38.600864,-90.389398 38.600632000000004,-90.389314 38.600395,-90.389297 38.60033
166	144	-1	0	0	0	0	-90.391915 38.601721,-90.392063 38.601686
166	165	-1	0	0	0	0	-90.391915 38.601721,-90.392099 38.602288
234	232	-1	0	0	0	0	-90.393317 38.607305,-90.393834 38.606706
234	233	-1	0	0	0	0	-90.393317 38.607305,-90.39286 38.607008
193	46	-1	0	0	0	0	-90.399149 38.615500999999995,-90.400291 38.61729
193	189	-1	0	0	0	0	-90.399149 38.615500999999995,-90.398407 38.615838
193	255	-1	0	0	0	0	-90.399149 38.615500999999995,-90.398516 38.614471,-90.398217 38.613974,-90.398166 38.613852
76	135	-1	0	0	0	0	-90.390808 38.609456,-90.390125 38.608931999999996
76	348	-1	0	0	0	0	-90.390808 38.609456,-90.390882 38.609355
246	385	-1	0	0	0	0	-90.392714 38.61134,-90.392796 38.611301
504	36	-1	0	0	0	0	-90.453251 38.613293999999996,-90.451767 38.612762000000004,-90.451636 38.612773000000004,-90.45146 38.612815999999995,-90.450718 38.613096,-90.450464 38.613192,-90.449457 38.616066000000004,-90.449474 38.617754000000005,-90.449424 38.619487,-90.448442 38.619485,-90.447724 38.619485999999995,-90.446295 38.619482000000005,-90.445954 38.619481,-90.445853 38.619479,-90.445373 38.619474,-90.445025 38.61947,-90.444731 38.619466,-90.444458 38.619462999999996,-90.444276 38.619461,-90.44414 38.619460000000004,-90.443225 38.619451999999995,-90.442806 38.619447,-90.442494 38.619448,-90.442233 38.619456,-90.442029 38.619506,-90.44186 38.619102,-90.441618 38.618579,-90.441455 38.618263,-90.441213 38.617857,-90.439914 38.616067,-90.439861 38.616001,-90.438313 38.614004,-90.438115 38.613665,-90.437595 38.612445,-90.437053 38.610728,-90.436892 38.610215,-90.436801 38.609932,-90.43672 38.609702999999996,-90.436473 38.608683,-90.436451 38.608439000000004,-90.436381 38.607687,-90.436371 38.607577,-90.436316 38.606944999999996,-90.436295 38.60669,-90.436274 38.60642,-90.436252 38.606201999999996,-90.436184 38.60571,-90.43616 38.605532,-90.436147 38.605421,-90.436135 38.605254,-90.436088 38.604675,-90.436072 38.604163,-90.436062 38.603299,-90.436055 38.602837,-90.436048 38.602373,-90.436042 38.602027,-90.436036 38.601633,-90.436032 38.601374,-90.436024 38.599774,-90.436027 38.599683999999996,-90.436029 38.599475999999996,-90.435998 38.598638,-90.435992 38.597524,-90.43599 38.597432999999995,-90.436 38.595282,-90.435991 38.595062,-90.435977 38.594755,-90.435961 38.594419,-90.435947 38.594127,-90.435918 38.593554999999995,-90.435898 38.593107,-90.43588 38.592769000000004,-90.435867 38.592509,-90.43585 38.59218,-90.435743 38.592179,-90.435494 38.592184,-90.435132 38.592178000000004,-90.434828 38.592178000000004,-90.434609 38.592177,-90.431975 38.592282,-90.428515 38.592507999999995,-90.428252 38.592509,-90.428054 38.592506,-90.427716 38.592505,-90.425058 38.592509,-90.423717 38.592509,-90.421819 38.592486,-90.420818 38.592473,-90.420482 38.592490999999995,-90.420324 38.592501,-90.420107 38.592515,-90.419953 38.592533,-90.419852 38.592545,-90.419103 38.592657,-90.417712 38.592981,-90.417243 38.593097,-90.414738 38.593272999999996,-90.414453 38.593284,-90.414314 38.593289,-90.41298 38.593334999999996,-90.410821 38.593450000000004,-90.410322 38.593494,-90.408193 38.59384,-90.406674 38.594263999999995,-90.406535 38.594313,-90.406124 38.594466,-90.404833 38.595006999999995,-90.40386 38.595524999999995,-90.40293 38.596105,-90.402691 38.596273,-90.402084 38.596697,-90.402005 38.596768999999995,-90.400722 38.597899,-90.40047 38.598147,-90.398985 38.599395,-90.397514 38.600584
504	6	-1	0	0	0	0	-90.453251 38.613293999999996,-90.451767 38.612762000000004,-90.451636 38.612773000000004,-90.45146 38.612815999999995,-90.450718 38.613096,-90.450464 38.613192,-90.449457 38.616066000000004,-90.449474 38.617754000000005,-90.449424 38.619487,-90.448442 38.619485,-90.447724 38.619485999999995,-90.446295 38.619482000000005,-90.445954 38.619481,-90.445853 38.619479,-90.445373 38.619474,-90.445025 38.61947,-90.444731 38.619466,-90.444458 38.619462999999996,-90.444276 38.619461,-90.44414 38.619460000000004,-90.443225 38.619451999999995,-90.442806 38.619447,-90.442494 38.619448,-90.442233 38.619456,-90.442029 38.619506,-90.44186 38.619102,-90.441618 38.618579,-90.441455 38.618263,-90.441213 38.617857,-90.439914 38.616067,-90.439861 38.616001,-90.438313 38.614004,-90.438115 38.613665,-90.437595 38.612445,-90.437053 38.610728,-90.436892 38.610215,-90.436801 38.609932,-90.43672 38.609702999999996,-90.436473 38.608683,-90.436451 38.608439000000004,-90.436381 38.607687,-90.436371 38.607577,-90.436316 38.606944999999996,-90.436295 38.60669,-90.436274 38.60642,-90.436252 38.606201999999996,-90.436184 38.60571,-90.43616 38.605532,-90.436147 38.605421,-90.436135 38.605254,-90.436088 38.604675,-90.436072 38.604163,-90.436062 38.603299,-90.436055 38.602837,-90.436048 38.602373,-90.436042 38.602027,-90.436036 38.601633,-90.436032 38.601374,-90.436024 38.599774,-90.436027 38.599683999999996,-90.436029 38.599475999999996,-90.435998 38.598638,-90.435992 38.597524,-90.43599 38.597432999999995,-90.436 38.595282,-90.435991 38.595062,-90.435977 38.594755,-90.435961 38.594419,-90.435947 38.594127,-90.435918 38.593554999999995,-90.435898 38.593107,-90.43588 38.592769000000004,-90.435867 38.592509,-90.43585 38.59218,-90.435847 38.591918,-90.435839 38.591521,-90.435866 38.590647000000004,-90.436188 38.589473999999996,-90.436281 38.589209,-90.436415 38.58886,-90.436586 38.588417,-90.437114 38.587051,-90.437288 38.586321999999996,-90.437311 38.585775999999996,-90.437294 38.585008,-90.437274 38.584801999999996,-90.436891 38.584522,-90.436697 38.584486,-90.436582 38.584467000000004,-90.436325 38.584418,-90.43599 38.584355,-90.435822 38.584323,-90.434957 38.584167,-90.434153 38.584030999999996,-90.433471 38.583909,-90.433136 38.583848,-90.431947 38.583641,-90.430889 38.583456999999996,-90.430426 38.583375000000004,-90.430148 38.583329,-90.429945 38.583295,-90.429372 38.583203999999995,-90.429205 38.583184,-90.428079 38.583169,-90.426108 38.583199,-90.425787 38.583223000000004,-90.425185 38.583329,-90.424931 38.583393,-90.424636 38.583467,-90.423959 38.583631,-90.423079 38.583821,-90.422654 38.5839,-90.422394 38.583948,-90.422043 38.584035,-90.421815 38.584081999999995,-90.421026 38.584355,-90.420381 38.584658000000005,-90.419866 38.584919,-90.41878 38.585234,-90.418536 38.585274,-90.418281 38.585325,-90.417251 38.585528,-90.416905 38.585660000000004,-90.415733 38.58625,-90.414161 38.587023,-90.414004 38.587109999999996,-90.413771 38.587237,-90.413351 38.587467000000004,-90.413164 38.587569,-90.413048 38.587630000000004,-90.412937 38.587688,-90.412813 38.587758,-90.412747 38.587795,-90.412655 38.587843,-90.412357 38.588,-90.412217 38.588075,-90.411912 38.588235,-90.411821 38.588285,-90.411542 38.588438,-90.41106 38.588701,-90.410879 38.588799,-90.409825 38.589363,-90.408175 38.590264000000005,-90.407132 38.590832,-90.406797 38.59102,-90.406051 38.591537,-90.405526 38.591965,-90.405416 38.592051999999995,-90.404544 38.592827,-90.403973 38.593506000000005,-90.403644 38.594017,-90.40343 38.59447,-90.403401 38.594546,-90.403297 38.594778000000005,-90.403162 38.595057,-90.402856 38.595601,-90.401766 38.596578
